"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","dataConstituicao","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","setorCVM","descricaoAtividade"
"17.167.412/0001-13",2023-01-01,3891,"03891","389","1954-02-11","FINANCEIRA ALFA S.A.- CRED FINANC E INVS","Privado",12,"Bancos","A Sociedade tem por objeto a prática de todas as operações de crédito, financiamento e investimentos permitidas pelas leis e regulamentos aplicáveis à espécie."
"71.208.516/0001-74",2023-01-01,21032,"21032","2103","1954-02-15","ALGAR TELECOM S/A","Privado",12,"Telecomunicações","Serviços de Telecomunicações em geral"
"88.610.126/0001-29",2023-01-01,6211,"06211","621","1954-02-22","FRAS-LE S.A.","Privado",12,"Máquinas, Equipamentos, Veículos e Peças","Indústria de Autopeças e Materiais de Fricção"
"60.651.809/0001-05",2023-01-01,9067,"09067","906","1954-02-26","SUZANO HOLDING S.A.","Privado",12,"Emp. Adm. Part. - Papel e Celulose","Sociedade Holding - Participação como acionista ou quotista no capital social de outras sociedades"
"60.894.730/0001-05",2023-01-01,14320,"14320","1432","1954-04-09","USINAS SID DE MINAS GERAIS S.A.-USIMINAS","Privado",12,"Metalurgia e Siderurgia","Venda de produtos siderúrgicos, como Chapas Grossas, Laminados a quente, a frio, placas, galvanizados, entre outros."
"07.237.373/0001-20",2023-01-01,1228,"01228","122","1954-05-18","BCO NORDESTE DO BRASIL S.A.","Estatal",12,"Bancos","Banco Múltiplo com Carteira Comercial"
"91.333.666/0001-17",2023-01-01,12572,"12572","1257","1954-05-31","RECRUSUL S.A.","Privado",12,"Máquinas, Equipamentos, Veículos e Peças","Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial."
"76.483.817/0001-20",2023-01-01,14311,"14311","1431","1954-10-26","CIA PARANAENSE DE ENERGIA - COPEL","Estatal Holding",12,"Energia Elétrica","Geração, Transmissão, Comercialização e Distribuição de Energia Elétrica"
"84.683.762/0001-20",2015-01-01,8648,"08648","864","1955-09-16","METALURGICA DUQUE SA","Privado",12,"Metalurgia e Siderurgia","Fabricação de peças p/bicicletas, peças p/eletrodomésticos e linha automotiva."
"60.933.603/0001-78",2023-01-01,2577,"02577","257","1955-12-05","CESP - CIA ENERGETICA DE SAO PAULO","Privado",12,"Energia Elétrica","Geração e Comercialização de Energia Elétrica"
"83.878.892/0001-55",2023-01-01,2461,"02461","246","1955-12-09","CENTRAIS ELET DE SANTA CATARINA S.A.","Estatal",12,"Energia Elétrica","Holding do Setor de Energia"
"01.543.032/0001-04",2023-01-01,25577,"25577","2557","1956-02-16","EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.","Privado",12,"Energia Elétrica",""
"89.723.993/0001-33",2023-01-01,13030,"13030","1303","1956-03-14","CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Construção Civil, Mat. Constr. e Decoração",""
"03.467.321/0001-99",2023-01-01,14605,"14605","1460","1956-08-04","ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A","Privado",12,"Energia Elétrica","Distribuição de energia elétrica"
"60.884.319/0001-59",2023-01-01,9083,"09083","908","1956-08-23","NORDON INDUSTRIAS METALURGICAS S.A.","Privado",12,"Metalurgia e Siderurgia","A Sociedade tem como atividade operacional preponderante a produção de bens de capital destinados ao mercado interno e externo para os setores químico, petrolífero, petroquímico, criogenia, alimentíci"
"08.402.943/0001-52",2023-01-01,4669,"04669","466","1956-10-06","GUARARAPES CONFECCOES S.A.","Privado",12,"Têxtil e Vestuário","Confecções de roupas e tecidos em geral."
"33.000.118/0001-79",2012-01-01,11320,"11320","1132","1956-11-28","TELEMAR NORTE LESTE SA","Privado",12,"Telecomunicações",""
"90.724.345/0001-80",2012-01-01,7064,"07064","706","1957-03-11","IND MAQS AGRICOLAS FUCHS SA","Privado",12,"Máquinas, Equipamentos, Veículos e Peças","Fabricação de implementos agrícolas, e máquinas industriais especiais (perfiladoras)"
"17.159.229/0001-76",2023-01-01,26182,"26182","2618","1957-03-25","LABORATÓRIO TEUTO BRASILEIRO S.A.","Privado",12,"Farmacêutico e Higiene","Fabricação, importação, exportação, comercialização e transporte de produtos farmacêuticos (para a linha humana e veterinária), incluindo produtos farmacêuticos."
"33.113.309/0001-47",2023-01-01,20028,"20028","2002","1957-05-13","VALID SOLUÇÕES S.A.","Privado",12,"Gráficas e Editoras","Impressão de Documentos de Segurança."
"59.105.999/0001-86",2023-01-01,14346,"14346","1434","1957-06-12","WHIRLPOOL S.A.","Estrangeiro",12,"Máquinas, Equipamentos, Veículos e Peças","Fabricação e comercialização de eletrodomésticos"
"33.111.246/0001-90",2023-01-01,11207,"11207","1120","1957-10-14","TECNOSOLO ENGENHARIA S.A. - EMPRESA FALIDA","Privado",12,"Construção Civil, Mat. Constr. e Decoração",""
"47.960.950/0001-21",2023-01-01,22470,"22470","2247","1957-10-30","MAGAZINE LUIZA S.A.","Privado",12,"Comércio (Atacado e Varejo)","Somos uma plataforma de varejo multicanal."
"06.272.793/0001-84",2023-01-01,16608,"16608","1660","1958-06-14","EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.","Privado",12,"Energia Elétrica","Empresa distribuidora de energia elétrica para todo o Estado do Maranhão."
"28.500.320/0001-20",2015-01-01,12866,"12866","1286","1959-03-30","INDÚSTRIA VEROLME S.A. - IVESA","Privado Holding",12,"Máquinas, Equipamentos, Veículos e Peças","CONSTRUÇÃO NAVAL"
"08.262.343/0001-36",2010-01-01,20761,"20761","2076","1959-04-28","Marisa Lojas S.A.","Privado",12,"Comércio (Atacado e Varejo)","Comércio varejista de artigos do vestuário e acessórios"
"61.189.288/0001-89",2023-01-01,22055,"22055","2205","1959-04-28","MARISA LOJAS S.A.","Privado",12,"Comércio (Atacado e Varejo)","Comércio varejista de artigos do vestuário e acessórios, prestação de serviços de correspondente bancário, intermediação de negócios e congêneres, atuação como representante de seguros."
"13.017.462/0001-63",2023-01-01,18996,"18996","1899","1959-06-03","ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","Privado",12,"Energia Elétrica","Concessionária de serviço público de distribuição de energia elétrica."
"78.588.415/0001-15",2015-01-01,2909,"02909","290","1959-10-17","CIA CACIQUE CAFE SOLUVEL","Privado Holding",12,"Alimentos","A exploração de usinas de café solúvel e a industrialização e envasamento do café solúvel, do café torrado e/ou moído"
"17.167.396/0001-69",2023-01-01,9954,"09954","995","1959-12-19","ALFA HOLDINGS S.A.","Privado Holding",12,"Emp. Adm. Part. - Intermediação Financeira","Emp. Adm. Part. - Intermediação Financeira"
"15.139.629/0001-94",2023-01-01,14524,"14524","1452","1960-03-28","CIA ELETRICIDADE EST. DA BAHIA - COELBA","Privado Holding",12,"Energia Elétrica","Serviço Público de Distribuição de Energia Elétrica"
"04.913.711/0001-08",2023-01-01,1171,"01171","117","1960-07-01","BCO ESTADO DO PARA S.A.","Estatal",12,"Bancos",""
"47.080.619/0001-17",2010-01-01,20940,"20940","2094","1960-09-20","AÇUCAR GUARANI S/A","Estrangeiro Holding",3,"Agricultura (Açúcar, Álcool e Cana)","Transformação de Cana-de-açúcar em Açúcar, Etanol e Energia"
"45.987.245/0001-92",2023-01-01,701,"00701","70","1960-11-19","BAHEMA EDUCAÇÃO S.A.","Privado",12,"Emp. Adm. Part. - Educação","Prestação de serviços educacionais, diretamente ou por meio de participação em outras sociedades, nas áreas de educação pré-escolar, infantil e básica (ensino fundamental ao ensino médio)"
"91.495.499/0001-00",2021-01-01,24201,"24201","2420","1960-12-09","STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","Privado Holding",12,"Máquinas, Equipamentos, Veículos e Peças","Indústria, comércio, importação e exportação de máquinas e implementos agrícolas."
"60.889.128/0001-80",2016-01-01,20680,"20680","2068","1961-02-17","BANCO SOFISA SA","Privado",12,"Bancos","Banco Múltiplo com Carteiras Comercial, Crédito, Financiamento e Investimento, Câmbio e Arrendamento Mercantil."
"15.141.799/0001-03",2023-01-01,3069,"03069","306","1961-02-23","CIA FERRO LIGAS DA BAHIA - FERBASA","Privado",12,"Metalurgia e Siderurgia","Fabricação e comercialização dos diversos tipos de ferroligas"
"52.736.840/0001-10",2014-01-01,2488,"02488","248","1961-03-17","CERAMICA CHIARELLI SA","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Industria Ceramica"
"60.398.369/0001-26",2010-01-01,9393,"09393","939","1961-05-15","PARANAPANEMA S.A.","Privado",12,"Metalurgia e Siderurgia","Metalurgia do cobre e suas ligas."
"60.398.369/0004-79",2023-01-01,9393,"09393","939","1961-05-15","PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Metalurgia e Siderurgia","Metalurgia do cobre e suas ligas"
"45.453.214/0001-51",2023-01-01,20346,"20346","2034","1961-05-23","PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","Privado Holding",12,"Comércio (Atacado e Varejo)","Profarma atua na distribuição de produtos farmacêuticos, higiene pessoal e cosméticos, nos mais populosos estados brasileiros."
"15.151.269/0001-46",2019-01-01,503711,"503711","50371","1961-05-27","ÓLEOS DE PALMA S.A. AGROINDUSTRIAL","Privado",12,"Alimentos","CULTIVO DE DENDÊ E FABRICAÇÃO DE ÓLEOS VEGETAIS"
"84.429.695/0001-11",2023-01-01,5410,"05410","541","1961-06-30","WEG S.A.","Privado Holding",12,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças","A WEG SA é uma sociedade de participação não operacional (holding) etambém sociedade de comando do Grupo WEG."
"33.453.598/0001-23",2023-01-01,25917,"25917","2591","1961-08-11","RAÍZEN S.A.","Privado",3,"Comércio (Atacado e Varejo)","Distribuição e venda de etanol e de petróleo, combustíveis e outros hidrocarbonetos fluidos e seus subprodutos, bem como itens necessários para o desemprenho de tais atividades."
"17.161.241/0001-15",2023-01-01,8818,"08818","881","1961-09-08","MINASMAQUINAS S.A.","Privado Holding",12,"Máquinas, Equipamentos, Veículos e Peças","COMÉRCIO DE VEÍCULOS, PEÇAS E SERVIÇOS (CONCESSIONÁRIA MERCEDES-BENZ)"
"33.611.500/0001-19",2023-01-01,3980,"03980","398","1961-11-20","GERDAU S.A.","Privado",12,"Metalurgia e Siderurgia","Participação e Administração"
"08.324.196/0001-81",2023-01-01,18139,"18139","1813","1961-12-14","CIA ENERGETICA DO RIO GDE NORTE - COSERN","Privado",12,"Energia Elétrica","Serviço Público de Distribuição de Energia Elétrica"
"97.837.181/0001-47",2023-01-01,21091,"21091","2109","1962-01-25","DEXCO S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Fabricação, Comércio, Importação e Exportação de Produtos derivados de Madeira, de Produtos de Metais e Materiais Cerâmicos"
"15.126.626/0001-16",2017-01-01,6955,"06955","695","1962-03-27","IND AZULEJOS BAHIA SA","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Fabricação de Azulejos e Pisos"
"00.001.180/0001-26",2023-01-01,2437,"02437","243","1962-06-11","CENTRAIS ELET BRAS S.A. - ELETROBRAS","Privado Holding",12,"Emp. Adm. Part. - Energia Elétrica","Empresa Holding de Geração, Transmissão de Energia"
"61.190.096/0001-92",2023-01-01,26700,"26700","2670","1962-07-04","EUROFARMA LABORATÓRIOS S.A.","Privado",12,"Farmacêutico e Higiene","Fabricação, comercialização, pesquisa e desenvolvimento de medicamentos e prestação de serviços correlatos."
"91.669.747/0001-92",2023-01-01,6076,"06076","607","1962-09-12","DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","Privado",12,"Bancos","FINANCIAMENTO DE BENS E SERVIÇOS - INTERMEDIAÇÃO FINANCEIRA"
"86.550.951/0001-50",2023-01-01,19658,"19658","1965","1962-11-01","POMIFRUTAS S/A EM RECUPERACAO JUDICIAL","Privado",12,"Agricultura (Açúcar, Álcool e Cana)","POMICULTURA PRODUÇÃO, COMERCIALIZAÇÃO E EXPORTAÇÃO"
"04.895.728/0001-80",2023-01-01,18309,"18309","1830","1962-11-22","EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.","Privado",12,"Energia Elétrica","Distribuição de energia elétrica"
"76.484.013/0001-45",2023-01-01,18627,"18627","1862","1963-01-23","CIA SANEAMENTO DO PARANA - SANEPAR","Estatal",12,"Saneamento, Serv. Água e Gás","EXPLORAÇÃO DE SERVIÇOS PÚBLICOS E DE SISTEMAS PRIVADOS DE ABASTECIMENTO DE ÁGUA, DE COLETA, REMOÇÃO E DESTINAÇÃO FINAL DE EFLUENTES E RESÍDUOS SÓLIDOS DOMÉSTICOS E INDUSTRIAIS E SEUS SUBPRODUTOS."
"23.236.821/0001-27",2023-01-01,25305,"25305","2530","1963-04-09","PATRIMAR ENGENHARIA S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Incorporação de empreendimentos imobiliários"
"13.009.717/0001-46",2023-01-01,1120,"01120","112","1963-06-18","BCO ESTADO DE SERGIPE S.A. - BANESE","Estatal",12,"Bancos",""
"76.500.180/0001-32",2015-01-01,20974,"20974","2097","1963-07-04","COMPANHIA PROVIDENCIA IND E COMERCIO","Privado",12,"Petroquímicos e Borracha","Fabricação e comercialização de tecido nãotecido, resultante da transformação de polipropileno."
"84.693.183/0001-68",2023-01-01,14664,"14664","1466","1963-07-04","SCHULZ S.A.","Privado",12,"Metalurgia e Siderurgia","Indústria Metalúrgica"
"17.281.106/0001-03",2023-01-01,19445,"19445","1944","1963-07-05","CIA SANEAMENTO DE MINAS GERAIS-COPASA MG","Estatal",12,"Saneamento, Serv. Água e Gás","Planejar, executar, ampliar, remodelar e explorar serviços públicos de saneamento básico, envolvendo abastecimento de água potável, esgotamento sanitário e limpeza urbana e manejo de resíduos sólidos."
"76.535.764/0001-43",2023-01-01,11312,"11312","1131","1963-11-27","OI S.A. - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Telecomunicações",""
"92.715.812/0001-31",2023-01-01,3204,"03204","320","1963-12-19","CIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T","Privado",12,"Energia Elétrica","Transmissão de Energia Elétrica"
"09.095.183/0001-40",2023-01-01,21938,"21938","2193","1964-02-14","ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A","Privado",12,"Energia Elétrica","Concessionária de serviço público de distribuição de energia elétrica."
"01.548.981/0001-79",2023-01-01,6041,"06041","604","1964-03-05","INVESTIMENTOS BEMGE S.A.","Privado",12,"Bancos","Investimentos"
"84.429.752/0001-62",2012-01-01,8486,"08486","848","1964-05-22","MARISOL SA","Privado",12,"Emp. Adm. Part. - Têxtil e Vestuário","Holding"
"88.613.658/0001-10",2023-01-01,9539,"09539","953","1964-06-11","PETTENATI S.A. INDUSTRIA TEXTIL","Privado",6,"Têxtil e Vestuário",""
"60.631.090/0001-40",2012-01-01,7978,"07978","797","1964-07-06","LARK SA MAQ E EQUIPAMENTOS","Privado Holding",12,"Máquinas, Equipamentos, Veículos e Peças","PRESTACAO DE SERVICOS DE FORNECIMENTO DE MAO DE OBRA ESPECIALIZADA NA AREA DE MOVIMENTACAO DE CARGAS E LOCACAO DE VEICULOS E EQUIPAMENTOS EM GERAL"
"60.840.055/0001-31",2023-01-01,21881,"21881","2188","1964-10-23","FLEURY S.A.","Privado",12,"Serviços médicos","(i) prestação de serviços médicos e medicina diagnóstica (ii) consultoria, assessoria, cursos, gestão de doenças crônicas (iii) pesquisa e desenvolvimento (iv) a prestação de serviços a terceiros"
"59.104.513/0001-95",2014-01-01,22381,"22381","2238","1964-11-12","Autometal S.A.","Privado Holding",12,"Máquinas, Equipamentos, Veículos e Peças",""
"00.000.208/0001-00",2023-01-01,14206,"14206","1420","1964-12-10","BRB BCO DE BRASILIA S.A.","Estatal",12,"Bancos","O BRB é uma instituição financeira de economia mista, controlada pelo Governo do Distrito Federal, organizada sob a forma de banco múltiplo"
"61.186.680/0001-74",2023-01-01,24600,"24600","2460","1964-12-28","BANCO BMG S/A","Privado",12,"Bancos","Prática de todas as operações ativas, passivas e acessórias permitidas nas normas legais e regulamentares para o funcionamento dos bancos com carteira comercial, de investimento, inclusive câmbio"
"17.314.329/0001-20",2023-01-01,23574,"23574","2357","1965-01-02","INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","Privado",12,"Alimentos","Setor de Varejo de Alimentação"
"10.835.932/0001-08",2023-01-01,14362,"14362","1436","1965-02-10","CIA ENERGETICA DE PERNAMBUCO - CELPE","Privado Holding",12,"Energia Elétrica","Estudar, projetar, construir e explorar os sistemas de distribuição e comercialização aos consumidores finais de energia elétrica, bem como a geraçãa de energia elétrica em sistema isolado."
"92.754.738/0001-62",2023-01-01,8133,"08133","813","1965-06-10","LOJAS RENNER S.A.","Privado",12,"Comércio (Atacado e Varejo)","Loja de Departamentos (Comércio Varejista)"
"25.329.319/0001-96",2016-01-01,11800,"11800","1180","1965-10-01","WEMBLEY SOCIEDADE ANÔNIMA","Privado",12,"Têxtil e Vestuário","Holding."
"81.304.727/0001-64",2016-01-01,15113,"15113","1511","1965-11-04","IGUACU CELULOSE PAPEL SA","Privado",12,"Papel e Celulose","FABRICAÇÃO DE PAPEL, CELULOSE E DERIVADOS"
"92.660.604/0001-82",2011-01-01,140,"00140","14","1965-12-01","YARA BRASIL FERTILIZANTES","Estrangeiro",12,"Petroquímicos e Borracha","INDUSTRIA DE FERTILIZANTES"
"92.802.784/0001-90",2023-01-01,16748,"16748","1674","1965-12-21","CIA RIOGRANDENSE DE SANEAMENTO","Privado",12,"Saneamento, Serv. Água e Gás","Abastecimento de água, coleta e tratamento de esgoto sanitário"
"15.115.504/0001-24",2023-01-01,11398,"11398","1139","1966-01-25","TRONOX PIGMENTOS DO BRASIL S.A.","Privado Holding",12,"Petroquímicos e Borracha","Produção e o comércio de produtos químicos, especialmente pigmento branco de titânio e seus subprodutos."
"61.565.222/0001-46",2014-01-01,19798,"19798","1979","1966-03-15","PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A","Privado",12,"Têxtil e Vestuário","INDUSTRIA TÊXTIL"
"02.800.026/0001-40",2023-01-01,17973,"17973","1797","1966-04-11","COGNA EDUCAÇÃO S.A.","Privado",12,"Emp. Adm. Part. - Educação","A Companhia tem por objeto a participação, como sócia ou acionista, em sociedades que explorem a administração de atividades de educação."
