"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","codB3","setorCVM","dataConstituicao","dataSituacaoRegistroCVM","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","descricaoAtividade"
"61.410.395/0001-95",2018-01-01,"6017","06017","601","FBMC","Metalurgia e Siderurgia","1951-10-17","1972-08-03","FIBAM COMPANHIA INDUSTRIAL","Privado",12,"Fabricação de peças e acessórios para veículos automotores tais como parafusos, porcas, arruelas, roscas e similares."
"56.643.018/0001-66",2023-01-01,"5770","05770","577","EUCA","Construção Civil, Mat. Constr. e Decoração","1951-11-23","1969-08-20","EUCATEX S.A. INDUSTRIA E COMERCIO","Privado",12,"Indústria e Comércio de chapas de fibra de madeira"
"80.227.184/0001-66",2022-01-01,"8605","08605","860","MTIG","Metalurgia e Siderurgia","1951-11-27","1968-09-02","METALGRAFICA IGUACU S.A.","Privado",12,"Fábrica de embalagens metálicas para alimentos"
"17.193.806/0001-46",2023-01-01,"4707","04707","470","BRGE","Emp. Adm. Part. - Intermediação Financeira","1952-02-09","1977-07-20","CONSORCIO ALFA DE ADMINISTRACAO S.A.","Privado Holding",12,"A sociedade tem por objeto social: a)todos e quaisquer serviços de engenharia permitidos pelas leis e regulamentos aplicáveis à espécieb)atuar como representante, administradora ou procurad"
"61.374.161/0001-30",2023-01-01,"1562","01562","156","BALM","Metalurgia e Siderurgia","1952-05-07","1970-05-20","BAUMER S.A.","Privado",12,"Fabricação aparelhos e instrumentos p/ uso medico hospitalar e ortopedia"
"17.155.730/0001-64",2023-01-01,"2453","02453","245","CMIG","Energia Elétrica","1952-05-22","1971-06-30","CIA ENERGETICA DE MINAS GERAIS - CEMIG","Estatal",12,"Concessionária de serviço público de energia elétrica."
"50.926.955/0001-42",2023-01-01,"11762","11762","1176","VULC","Têxtil e Vestuário","1952-06-05","1977-07-20","VULCABRAS S.A.","Privado",12,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem."
"86.047.198/0001-84",2011-01-01,"19801","19801","1980",NA,"Têxtil e Vestuário","1952-08-19","2005-10-05","BUDDEMEYER S/A","Privado Holding",12,"Fabricação de artefatos têxteis para uso doméstico"
"82.981.812/0001-20",2016-01-01,"2038","02038","203","BUET","Têxtil e Vestuário","1952-10-01","1969-02-27","BUETTNER SA IND E COMERCIO - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Banho e Cama"
"83.296.889/0001-23",2023-01-01,"10243","10243","1024","CHAP","Alimentos","1952-11-10","1979-11-30","MASSA FALIDA DA SA IND E COMERCIO CHAPECO","Privado",12,"A industrialização de produtos alimentares derivados de animais suínos, bovinos e outros que convier, inclusive subprodutos e o respectivo comércio, por atacado e a varejo."
"33.000.167/0001-01",2023-01-01,"9512","09512","951","PETR","Petróleo e Gás","1953-10-03","1977-07-20","PETROLEO BRASILEIRO S.A. PETROBRAS","Estatal Holding",12,"Pesquisa, lavra, refinação, processamento, comércio e transporte de petróleo, de seus derivados, de gás natural e de outros hidrocarbonetos fluidos, além das atividades vinculadas à energia."
"92.721.232/0001-57",2023-01-01,"15822","15822","1582",NA,"Serviços Transporte e Logística","1953-11-12","1996-10-18","BANRISUL ARMAZENS GERAIS SA","Privado",12,"Serviços de movimentação e armazenagem de mercadorias em depósito alfandegado e armazém geral, locação de imóvel próprio e no armazenamento, digitalização e gerenciamento de documentos."
"33.386.210/0001-19",2023-01-01,"10880","10880","1088","SOND","Construção Civil, Mat. Constr. e Decoração","1953-12-18","1980-08-19","SONDOTECNICA ENGENHARIA SOLOS S.A.","Privado",12,"Serviços de Engenharia."
"33.256.439/0001-39",2023-01-01,"18465","18465","1846","UGPA","Emp. Adm. Part. - Petróleo e Gás","1953-12-20","1999-09-27","ULTRAPAR PARTICIPACOES S.A.","Privado",12,"Atuação em energia e infraestrutura por meio da Ipiranga, Ultragaz e Ultracargo."
"17.162.082/0001-73",2023-01-01,"4782","04782","478","MEND","Construção Civil, Mat. Constr. e Decoração","1953-12-31","1977-07-20","MENDES JUNIOR ENGENHARIA S.A.","Privado",12,"Construção pesada"
"17.167.412/0001-13",2023-01-01,"3891","03891","389","CRIV","Bancos","1954-02-11","1977-07-20","FINANCEIRA ALFA S.A.- CRED FINANC E INVS","Privado",12,"A Sociedade tem por objeto a prática de todas as operações de crédito, financiamento e investimentos permitidas pelas leis e regulamentos aplicáveis à espécie."
"71.208.516/0001-74",2023-01-01,"21032","21032","2103",NA,"Telecomunicações","1954-02-15","2007-07-27","ALGAR TELECOM S/A","Privado",12,"Serviços de Telecomunicações em geral"
"88.610.126/0001-29",2023-01-01,"6211","06211","621","FRAS","Máquinas, Equipamentos, Veículos e Peças","1954-02-22","1977-07-20","FRAS-LE S.A.","Privado",12,"Indústria de Autopeças e Materiais de Fricção"
"60.651.809/0001-05",2023-01-01,"9067","09067","906","NEMO","Emp. Adm. Part. - Papel e Celulose","1954-02-26","1982-03-11","SUZANO HOLDING S.A.","Privado",12,"Sociedade Holding - Participação como acionista ou quotista no capital social de outras sociedades"
"60.894.730/0001-05",2023-01-01,"14320","14320","1432","USIM","Metalurgia e Siderurgia","1954-04-09","1994-04-11","USINAS SID DE MINAS GERAIS S.A.-USIMINAS","Privado",12,"Venda de produtos siderúrgicos, como Chapas Grossas, Laminados a quente, a frio, placas, galvanizados, entre outros."
"07.237.373/0001-20",2023-01-01,"1228","01228","122","BNBR","Bancos","1954-05-18","1977-07-20","BCO NORDESTE DO BRASIL S.A.","Estatal",12,"Banco Múltiplo com Carteira Comercial"
"91.333.666/0001-17",2023-01-01,"12572","12572","1257","RCSL","Máquinas, Equipamentos, Veículos e Peças","1954-05-31","1985-12-20","RECRUSUL S.A.","Privado",12,"Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial."
"76.483.817/0001-20",2023-01-01,"14311","14311","1431","CPLE","Energia Elétrica","1954-10-26","1994-04-04","CIA PARANAENSE DE ENERGIA - COPEL","Estatal Holding",12,"Geração, Transmissão, Comercialização e Distribuição de Energia Elétrica"
"84.683.762/0001-20",2015-01-01,"8648","08648","864","DUQE","Metalurgia e Siderurgia","1955-09-16","1971-11-26","METALURGICA DUQUE SA","Privado",12,"Fabricação de peças p/bicicletas, peças p/eletrodomésticos e linha automotiva."
"60.933.603/0001-78",2023-01-01,"2577","02577","257","CESP","Energia Elétrica","1955-12-05","1971-09-27","CESP - CIA ENERGETICA DE SAO PAULO","Privado",12,"Geração e Comercialização de Energia Elétrica"
"83.878.892/0001-55",2023-01-01,"2461","02461","246","CLSC","Energia Elétrica","1955-12-09","1973-03-26","CENTRAIS ELET DE SANTA CATARINA S.A.","Estatal",12,"Holding do Setor de Energia"
"01.543.032/0001-04",2023-01-01,"25577","25577","2557","CGOS","Energia Elétrica","1956-02-16","2021-02-12","EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.","Privado",12,""
"89.723.993/0001-33",2023-01-01,"13030","13030","1303","SULT","Construção Civil, Mat. Constr. e Decoração","1956-03-14","1986-09-29","CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL","Privado",12,""
"03.467.321/0001-99",2023-01-01,"14605","14605","1460","ENMT","Energia Elétrica","1956-08-04","1994-10-25","ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A","Privado",12,"Distribuição de energia elétrica"
"60.884.319/0001-59",2023-01-01,"9083","09083","908","NORD","Metalurgia e Siderurgia","1956-08-23","1956-08-23","NORDON INDUSTRIAS METALURGICAS S.A.","Privado",12,"A Sociedade tem como atividade operacional preponderante a produção de bens de capital destinados ao mercado interno e externo para os setores químico, petrolífero, petroquímico, criogenia, alimentíci"
"08.402.943/0001-52",2023-01-01,"4669","04669","466","GUAR","Têxtil e Vestuário","1956-10-06","1958-10-16","GUARARAPES CONFECCOES S.A.","Privado",12,"Confecções de roupas e tecidos em geral."
"33.000.118/0001-79",2012-01-01,"11320","11320","1132","TMAR","Telecomunicações","1956-11-28","1979-12-12","TELEMAR NORTE LESTE SA","Privado",12,""
"90.724.345/0001-80",2012-01-01,"7064","07064","706",NA,"Máquinas, Equipamentos, Veículos e Peças","1957-03-11","1972-04-14","IND MAQS AGRICOLAS FUCHS SA","Privado",12,"Fabricação de implementos agrícolas, e máquinas industriais especiais (perfiladoras)"
"17.159.229/0001-76",2023-01-01,"26182","26182","2618",NA,"Farmacêutico e Higiene","1957-03-25","2021-08-24","LABORATÓRIO TEUTO BRASILEIRO S.A.","Privado",12,"Fabricação, importação, exportação, comercialização e transporte de produtos farmacêuticos (para a linha humana e veterinária), incluindo produtos farmacêuticos."
"33.113.309/0001-47",2023-01-01,"20028","20028","2002","VLID","Gráficas e Editoras","1957-05-13","2006-04-12","VALID SOLUÇÕES S.A.","Privado",12,"Impressão de Documentos de Segurança."
"59.105.999/0001-86",2023-01-01,"14346","14346","1434","WHRL","Máquinas, Equipamentos, Veículos e Peças","1957-06-12","1994-04-22","WHIRLPOOL S.A.","Estrangeiro",12,"Fabricação e comercialização de eletrodomésticos"
"33.111.246/0001-90",2023-01-01,"11207","11207","1120","TCNO","Construção Civil, Mat. Constr. e Decoração","1957-10-14","2019-10-14","TECNOSOLO ENGENHARIA S.A. - EMPRESA FALIDA","Privado",12,""
"47.960.950/0001-21",2023-01-01,"22470","22470","2247","MGLU","Comércio (Atacado e Varejo)","1957-10-30","2011-04-28","MAGAZINE LUIZA S.A.","Privado",12,"Somos uma plataforma de varejo multicanal."
"06.272.793/0001-84",2023-01-01,"16608","16608","1660","EQMA","Energia Elétrica","1958-06-14","1997-11-13","EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.","Privado",12,"Empresa distribuidora de energia elétrica para todo o Estado do Maranhão."
"28.500.320/0001-20",2015-01-01,"12866","12866","1286","VRLM","Máquinas, Equipamentos, Veículos e Peças","1959-03-30","1986-07-02","INDÚSTRIA VEROLME S.A. - IVESA","Privado Holding",12,"CONSTRUÇÃO NAVAL"
"08.262.343/0001-36",2010-01-01,"20761","20761","2076",NA,"Comércio (Atacado e Varejo)","1959-04-28","2007-06-13","Marisa Lojas S.A.","Privado",12,"Comércio varejista de artigos do vestuário e acessórios"
"61.189.288/0001-89",2023-01-01,"22055","22055","2205","AMAR","Comércio (Atacado e Varejo)","1959-04-28","2010-06-14","MARISA LOJAS S.A.","Privado",12,"Comércio varejista de artigos do vestuário e acessórios, prestação de serviços de correspondente bancário, intermediação de negócios e congêneres, atuação como representante de seguros."
"13.017.462/0001-63",2023-01-01,"18996","18996","1899",NA,"Energia Elétrica","1959-06-03","2001-07-17","ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","Privado",12,"Concessionária de serviço público de distribuição de energia elétrica."
"78.588.415/0001-15",2015-01-01,"2909","02909","290","CIQU","Alimentos","1959-10-17","1977-07-20","CIA CACIQUE CAFE SOLUVEL","Privado Holding",12,"A exploração de usinas de café solúvel e a industrialização e envasamento do café solúvel, do café torrado e/ou moído"
"17.167.396/0001-69",2023-01-01,"9954","09954","995","RPAD","Emp. Adm. Part. - Intermediação Financeira","1959-12-19","1977-07-20","ALFA HOLDINGS S.A.","Privado Holding",12,"Emp. Adm. Part. - Intermediação Financeira"
"15.139.629/0001-94",2023-01-01,"14524","14524","1452","CEEB","Energia Elétrica","1960-03-28","1994-07-28","CIA ELETRICIDADE EST. DA BAHIA - COELBA","Privado Holding",12,"Serviço Público de Distribuição de Energia Elétrica"
"04.913.711/0001-08",2023-01-01,"1171","01171","117","BPAR","Bancos","1960-07-01","1977-07-20","BCO ESTADO DO PARA S.A.","Estatal",12,""
"47.080.619/0001-17",2010-01-01,"20940","20940","2094","ACGU","Agricultura (Açúcar, Álcool e Cana)","1960-09-20","2007-07-20","AÇUCAR GUARANI S/A","Estrangeiro Holding",3,"Transformação de Cana-de-açúcar em Açúcar, Etanol e Energia"
"45.987.245/0001-92",2023-01-01,"701","00701","70","BAHI","Emp. Adm. Part. - Educação","1960-11-19","1974-01-02","BAHEMA EDUCAÇÃO S.A.","Privado",12,"Prestação de serviços educacionais, diretamente ou por meio de participação em outras sociedades, nas áreas de educação pré-escolar, infantil e básica (ensino fundamental ao ensino médio)"
"91.495.499/0001-00",2021-01-01,"24201","24201","2420","STTR","Máquinas, Equipamentos, Veículos e Peças","1960-12-09","2017-09-18","STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","Privado Holding",12,"Indústria, comércio, importação e exportação de máquinas e implementos agrícolas."
"60.889.128/0001-80",2016-01-01,"20680","20680","2068","SFSA","Bancos","1961-02-17","2007-04-26","BANCO SOFISA SA","Privado",12,"Banco Múltiplo com Carteiras Comercial, Crédito, Financiamento e Investimento, Câmbio e Arrendamento Mercantil."
"15.141.799/0001-03",2023-01-01,"3069","03069","306","FESA","Metalurgia e Siderurgia","1961-02-23","1961-02-28","CIA FERRO LIGAS DA BAHIA - FERBASA","Privado",12,"Fabricação e comercialização dos diversos tipos de ferroligas"
"52.736.840/0001-10",2014-01-01,"2488","02488","248","CCHI","Construção Civil, Mat. Constr. e Decoração","1961-03-17","1973-04-03","CERAMICA CHIARELLI SA","Privado",12,"Industria Ceramica"
"60.398.369/0001-26",2010-01-01,"9393","09393","939","PMAM","Metalurgia e Siderurgia","1961-05-15","1977-07-20","PARANAPANEMA S.A.","Privado",12,"Metalurgia do cobre e suas ligas."
"60.398.369/0004-79",2023-01-01,"9393","09393","939","PMAM","Metalurgia e Siderurgia","1961-05-15","1977-07-20","PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Metalurgia do cobre e suas ligas"
"45.453.214/0001-51",2023-01-01,"20346","20346","2034","PFRM","Comércio (Atacado e Varejo)","1961-05-23","2006-10-24","PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","Privado Holding",12,"Profarma atua na distribuição de produtos farmacêuticos, higiene pessoal e cosméticos, nos mais populosos estados brasileiros."
"15.151.269/0001-46",2019-01-01,"503711","503711","50371",NA,"Alimentos","1961-05-27","1990-02-13","ÓLEOS DE PALMA S.A. AGROINDUSTRIAL","Privado",12,"CULTIVO DE DENDÊ E FABRICAÇÃO DE ÓLEOS VEGETAIS"
"84.429.695/0001-11",2023-01-01,"5410","05410","541","WEGE","Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças","1961-06-30","1982-02-09","WEG S.A.","Privado Holding",12,"A WEG SA é uma sociedade de participação não operacional (holding) etambém sociedade de comando do Grupo WEG."
"33.453.598/0001-23",2023-01-01,"25917","25917","2591","RAIZ","Comércio (Atacado e Varejo)","1961-08-11","2021-05-28","RAÍZEN S.A.","Privado",3,"Distribuição e venda de etanol e de petróleo, combustíveis e outros hidrocarbonetos fluidos e seus subprodutos, bem como itens necessários para o desemprenho de tais atividades."
"17.161.241/0001-15",2023-01-01,"8818","08818","881","MMAQ","Máquinas, Equipamentos, Veículos e Peças","1961-09-08","1977-07-20","MINASMAQUINAS S.A.","Privado Holding",12,"COMÉRCIO DE VEÍCULOS, PEÇAS E SERVIÇOS (CONCESSIONÁRIA MERCEDES-BENZ)"
"33.611.500/0001-19",2023-01-01,"3980","03980","398","GGBR","Metalurgia e Siderurgia","1961-11-20","1980-09-03","GERDAU S.A.","Privado",12,"Participação e Administração"
"08.324.196/0001-81",2023-01-01,"18139","18139","1813","CSRN","Energia Elétrica","1961-12-14","1999-01-04","CIA ENERGETICA DO RIO GDE NORTE - COSERN","Privado",12,"Serviço Público de Distribuição de Energia Elétrica"
"97.837.181/0001-47",2023-01-01,"21091","21091","2109","DXCO","Construção Civil, Mat. Constr. e Decoração","1962-01-25","2007-09-10","DEXCO S.A.","Privado",12,"Fabricação, Comércio, Importação e Exportação de Produtos derivados de Madeira, de Produtos de Metais e Materiais Cerâmicos"
"15.126.626/0001-16",2017-01-01,"6955","06955","695",NA,"Construção Civil, Mat. Constr. e Decoração","1962-03-27","1971-12-30","IND AZULEJOS BAHIA SA","Privado",12,"Fabricação de Azulejos e Pisos"
"00.001.180/0001-26",2023-01-01,"2437","02437","243","ELET","Emp. Adm. Part. - Energia Elétrica","1962-06-11","1971-01-28","CENTRAIS ELET BRAS S.A. - ELETROBRAS","Privado Holding",12,"Empresa Holding de Geração, Transmissão de Energia"
"61.190.096/0001-92",2023-01-01,"26700","26700","2670","EUFA","Farmacêutico e Higiene","1962-07-04","2022-03-28","EUROFARMA LABORATÓRIOS S.A.","Privado",12,"Fabricação, comercialização, pesquisa e desenvolvimento de medicamentos e prestação de serviços correlatos."
"91.669.747/0001-92",2023-01-01,"6076","06076","607","DMFN","Bancos","1962-09-12","1977-07-20","DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","Privado",12,"FINANCIAMENTO DE BENS E SERVIÇOS - INTERMEDIAÇÃO FINANCEIRA"
"91.669.747/0001-92",2023-01-01,"6076","06076","607","FNCN","Bancos","1962-09-12","1977-07-20","DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","Privado",12,"FINANCIAMENTO DE BENS E SERVIÇOS - INTERMEDIAÇÃO FINANCEIRA"
"86.550.951/0001-50",2023-01-01,"19658","19658","1965","FRTA","Agricultura (Açúcar, Álcool e Cana)","1962-11-01","2004-12-28","POMIFRUTAS S/A EM RECUPERACAO JUDICIAL","Privado",12,"POMICULTURA PRODUÇÃO, COMERCIALIZAÇÃO E EXPORTAÇÃO"
"04.895.728/0001-80",2023-01-01,"18309","18309","1830","EQPA","Energia Elétrica","1962-11-22","1999-06-14","EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.","Privado",12,"Distribuição de energia elétrica"
"76.484.013/0001-45",2023-01-01,"18627","18627","1862","SAPR","Saneamento, Serv. Água e Gás","1963-01-23","2000-03-10","CIA SANEAMENTO DO PARANA - SANEPAR","Estatal",12,"EXPLORAÇÃO DE SERVIÇOS PÚBLICOS E DE SISTEMAS PRIVADOS DE ABASTECIMENTO DE ÁGUA, DE COLETA, REMOÇÃO E DESTINAÇÃO FINAL DE EFLUENTES E RESÍDUOS SÓLIDOS DOMÉSTICOS E INDUSTRIAIS E SEUS SUBPRODUTOS."
"23.236.821/0001-27",2023-01-01,"25305","25305","2530",NA,"Construção Civil, Mat. Constr. e Decoração","1963-04-09","2020-11-10","PATRIMAR ENGENHARIA S.A.","Privado",12,"Incorporação de empreendimentos imobiliários"
"13.009.717/0001-46",2023-01-01,"1120","01120","112","BGIP","Bancos","1963-06-18","1977-07-20","BCO ESTADO DE SERGIPE S.A. - BANESE","Estatal",12,""
"76.500.180/0001-32",2015-01-01,"20974","20974","2097","PRVI","Petroquímicos e Borracha","1963-07-04","2007-07-25","COMPANHIA PROVIDENCIA IND E COMERCIO","Privado",12,"Fabricação e comercialização de tecido nãotecido, resultante da transformação de polipropileno."
